n00004475	有机体,存在
n02438580	小羊驼,骆马
n02439033	长颈鹿,长颈鹿,长颈鹿
n02439398	霍加皮,霍加狓
n02441326	鼬科动物,貂,鼬科
n02441942	黄鼠狼
n02442172	貂,佩氏龟黄鼠狼,白鼬
n02442336	白鼬
n02442446	新世界最小黄鼠狼,鼬rixosa
n02442572	旧世界黄鼠狼,伶鼬
n02442668	长尾鼬,长尾黄鼠狼,长尾鼬
n02442845	水貂
n02443015	美洲水鼬,水貂
n02443114	臭鼬,惠誉,foulmart,臭猫,艾鼬
n02443346	雪貂
n02443484	黑脚貂,雪貂,黑足鼬
n02443808	獴
n02443959	蛇獴,白颈鼬属鼬
n02444251	条纹獴,非洲艾虎属白芨
n02444819	水獭
n02445004	河獭,水獭黄花
n02445171	欧亚水獭,水獭
n02445394	海獭,海獭
n02445715	臭鼬,臭鼬,木猫
n02446206	条纹臭鼬,恶臭恶臭
n02446352	大尾臭鼬,大尾臭鼬
n02446645	獾臭鼬,像猪鼻的臭鼬,獾臭鼬,拔根臭鼬,白背獾臭鼬
n02447021	斑臭鼬,点斑臭鼬,斑臭鼬
n02447366	獾
n02447762	美洲獾,美洲獾
n02448060	欧亚獾,狗獾
n02448318	蜜獾,蜜獾,Mellivora鹗
n02448633	鼬獾
n02448885	猪獾,猪獾,猪獾,猪獾
n02449183	金刚狼,狼獾,臭鼬熊,狼獾luscus
n02449350	贪吃的人,貂熊,金刚狼
n02449699	格里森,格里森vittatus,Galictis vittatus
n02450034	貂,貂猫
n02450295	松貂,松貂
n02450426	紫貂,紫貂
n02450561	美洲貂,美洲貂,美洲貂
n02450677	石貂,榉貂,紫貂
n02450829	费舍尔,北干,渔猫,黑色的猫,鱼貂
n02451125	黄喉貂,charronia鉴定
n02451415	狐鼬,平,狐鼬
n02451575	虚构的动物
n02453108	厚皮动物
n02453611	贫齿类
n02454379	犰狳
n02454794	PEBA,九带犰狳,德克萨斯犰狳,九带犰狳
n02455135	APAR,三带犰狳,三带犰狳
n02455428	大犰狳,查科,查科刺
n02455720	美洲犰狳,poyou,六带犰狳
n02456008	大犰狳,犰狳,大肚,大犰狳属竹材
n02456275	倭犰狳,铠鼹,犰狳,chlamyphore,倭犰狳
n02456962	懒惰,树懒
n02457408	树懒,人工智能,白喉三趾树懒
n02457945	两趾树獭,霍氏树懒,垂发,树懒
n02458135	两趾树獭,霍氏树懒,垂发,霍氏树懒
n02458517	megatherian,megatheriid,megatherian哺乳动物
n02459190	mylodontid
n02460009	食蚁兽,新世界的食蚁兽
n02460451	蚁熊,大食蚁兽,大食蚁兽,大食蚁兽,食蚁兽科研究
n02460817	丝食蚁兽,二趾食蚁兽,侏食蚁兽
n02461128	小食蚁兽,tamandu,小食蚁兽,小食蚁兽
n02461830	穿山甲,食蚁兽,食蚁兽
n02462213	凤冠
n02469248	肩胛骨
n02469472	蝌蚪,蝌蚪,蝌蚪
n02469914	灵长类动物
n02470238	猴
n02470325	猿
n02470709	类人猿
n02470899	类人猿
n02471300	古猿
n02471762	原始人
n02472293	人类,男人,人类,人类
n02472987	世界,人类,人类,人类,人类,人类,人类,男人
n02473307	直立人
n02473554	猿人,爪哇直立猿人,属猿人
n02473720	java的人,特里尼尔人
n02473857	北京人
n02473983	中国猿人,属中国猿人
n02474110	梭罗人
n02474282	爪哇猿人属,属javanthropus
n02474605	能人
n02474777	智人
n02475078	尼安德塔人,尼安德特人,尼安德特人,尼安德特人,尼安德特人
n02475358	克鲁马努人
n02475669	晚期智人,现代人
n02476219	南方古猿
n02476567	南方古猿
n02476870	南方古猿非洲种
n02477028	鲍氏南猿
n02477187	东非人,属东非人
n02477329	南方古猿粗壮种
n02477516	傍人,属傍
n02477782	西瓦古猿
n02478239	rudapithecus,森林古猿rudapithecus匈牙利赞美诗
n02478875	总督
n02479332	埃及猿
n02480153	大猿,猩猩
n02480495	猩猩,猩猩,猩猩,猩猩
n02480855	大猩猩,大猩猩
n02481103	西部低地大猩猩,西部低地大猩猩
n02481235	东部低地大猩猩,大猩猩grauri
n02481366	山地大猩猩,山地大猩猩
n02481500	银背大猩猩
n02481823	黑猩猩,黑猩猩,黑猩猩
n02482060	西方的黑猩猩,黑猩猩维洛
n02482286	东部黑猩猩,黑猩猩
n02482474	中央的黑猩猩,非洲中西部的黑猩猩
n02482650	倭黑猩猩,倭黑猩猩,倭黑猩猩
n02483092	小猿
n02483362	长臂猿,白掌长臂猿
n02483708	合趾猿,合趾长臂猿,合趾猿
n02484322	猴子
n02484473	旧世界猴,狭鼻猴
n02484975	长尾猴,长尾猴
n02485225	和尚,长尾猴和尚
n02485371	黑长尾猴,Cercopithecus属
n02485536	黑脸,长尾猴,绿长尾猴pygerythrus
n02485688	绿猴,非洲绿猴,长尾猴
n02485988	白眉
n02486261	猴,轻骑兵的猴子,赤猴
n02486410	狒狒
n02486657	狒狒,大狒狒,豚尾狒狒
n02486908	山魈,山魈
n02487079	训练,鬼狒
n02487347	猕猴
n02487547	恒河,猕猴,猕猴
n02487675	阀盖猕猴,帽猴,帽猴,冠猴,冠毛猕猴
n02487847	巴巴利猿,地中海猕猴
n02488003	食蟹猴,croo猴,猴
n02488291	叶猴
n02488415	猿飞,哈奴曼,年老的猿飞,长尾叶猴
n02488702	疣,疣猴
n02488894	疣猴,疣疣猴
n02489166	长鼻猴,长鼻猴
n02489589	新世界猴,阔鼻,阔鼻猴
n02490219	狨
n02490597	真正的狨
n02490811	侏儒狨猴,侏儒狨
n02491107	绢毛猴,狮子猴子,狮狨猴,leoncita
n02491329	丝绢毛猴,leontocebus猩红热
n02491474	捏造,leontocebus俄狄浦斯
n02492035	卷尾猴,浣熊,卷尾猴
n02492356	夜猴,夜猴
n02492660	吼猴,吼猴
n02492948	崎
n02493224	秃猴
n02493509	伶猴,伶猴
n02493793	蜘蛛猴,蜘蛛猴
n02494079	松鼠猴,松鼠猴
n02494383	绒毛猴
n02495242	树鼩
n02496052	原猴亚目
n02496913	狐猴
n02497673	马达加斯加的猫,环尾狐猴,环尾狐猴
n02498153	指猴,Daubentonia马达加斯加
n02498743	懒猴,懒猴股薄肌
n02499022	懒猴,tardigradua蜂猴,倭蜂猴
n02499316	树熊,蜜熊,树熊猴
n02499568	金熊猴,金色的猴,金熊猴
n02499808	猴,丛猴,布什宝贝
n02500267	大狐猴,大狐猴,光面狐猴,因德里brevicaudatus
n02500596	毛茸茸的大狐猴,蓬毛狐猴
n02501583	眼镜猴
n02501923	眼镜猴
n02502006	Tarsius glis
n02502514	飞行狐猴,会飞的猫,猫猴
n02502807	斑鼯猴
n02503127	长鼻类,长鼻猴
n02503517	大象
n02503756	离群的大象
n02504013	印度大象,亚洲象
n02504458	非洲大象,非洲象
n02504770	猛犸象
n02505063	猛犸象,北方的猛犸象,猛犸象
n02505238	哥伦比亚猛犸,哥伦比亚猛犸象
n02505485	帝王猛犸,帝国的大象,archidiskidon皇帝
n02505998	乳齿象,乳齿象
n02506947	跖行动物,跖行
n02507148	趾行动物,趾行
n02507649	密熊
n02508021	浣熊,浣熊
n02508213	常见的浣熊,常见的浣熊,库恩,浣熊,浣熊
n02508346	食蟹浣熊,南河cancrivorus
n02508742	bassarisk,浣熊,蓬尾浣熊,蓬尾浣熊,狐貉,浣熊,环尾猫,灵猫,矿工的猫,蓬尾浣熊
n02509197	蜜熊,亲爱的熊,树熊,蜜熊,Potos caudivolvulus
n02509515	浣熊,浣熊蒙迪,穆迪,蓬尾浣熊,白鼻浣熊
n02509815	小熊猫,小熊猫,熊猫,熊猫,猫熊,小熊猫
n02510455	大熊猫,熊猫,熊猫熊,浣熊的熊,大熊猫
n02511730	推手
n02512053	鱼
n02512752	鱼种
n02512830	游戏的鱼,运动的鱼
n02512938	食用鱼
n02513248	粗糙的鱼
n02513355	底层鱼,底层鱼
n02513560	年轻的鱼
n02513727	帕尔
n02513805	吴郭鱼
n02513939	产卵
n02514041	杖鱼,梭鱼
n02515214	总鳍鱼,叶鳍型,总鳍鱼类
n02515713	腔棘鱼,矛尾鱼
n02516188	肺鱼
n02516776	澳洲肺鱼
n02517442	鲶鱼,siluriform鱼
n02517938	鲶鱼,鲶科的鱼
n02518324	欧洲鲶鱼,鲶鱼,六须鲇
n02518622	电鲶,malopterurus电鳗
n02519148	大头鱼,鲶鱼鲶鱼
n02519340	有角的噘嘴,鲶鱼,噘嘴,Ameiurus MELAS
n02519472	棕色的大头鱼
n02519686	斑点叉尾鮰,通道的猫,叉尾
n02519862	蓝鲶,蓝色的猫,青鮰,蓝色通道的猫
n02520147	短须扁头鮠,鲶鱼,歌将,鸭嘴鲶,琵鹭的鲶鱼,pylodictus橄榄
n02520525	甲鲶
n02520810	海鲶
n02521646	鳕科,鳕鱼
n02522399	鳕鱼,鳕鱼
n02522637	苹果
n02522722	大西洋鳕鱼,大西洋鳕
n02522866	太平洋鳕鱼,阿拉斯加鳕鱼,Gadus黑鲷
n02523110	鳕鱼,已已,大西洋已
n02523427	江鳕,绵鳚,岭,鳕,江鳕
n02523877	黑线鳕,黑线鳕
n02524202	波拉克,波洛克,青鳕
n02524524	鳕鱼
n02524659	银鳕鱼,无须鳕,鳕鱼
n02524928	岭
n02525382	鳕,鳕,单鳍鳕
n02525703	掷弹兵,鼠尾,鼠尾鱼
n02526121	鳗鱼
n02526425	幼鳗
n02526818	鳝鱼,淡水鳗鱼
n02527057	金枪鱼,安圭拉sucklandii
n02527271	马里,海鳗
n02527622	海鳗,海鳗
n02528163	硬骨鱼,硬骨鱼,teleostan
n02529293	喙鱼,沙鱼,gonorhynchus gonorhynchus
n02529772	鲱科鱼类,鲱科
n02530052	银鱼
n02530188	英国人,布里特
n02530421	鲥鱼
n02530637	常见的美洲鲥鱼,美洲鲥
n02530831	鲥鱼,美洲chrysocloris
n02530999	雅丽鲥鱼,鲥鱼,爱丽丝,艾利斯,西鲱
n02531114	灰西鲱,灰西鲱,灰西鲱
n02531625	鲱鱼,油鲱版本
n02532028	鲱鱼,大西洋harangus
n02532272	大西洋鲱鱼,鲱鱼一词常指大西洋鲱
n02532451	太平洋鲱鱼,大西洋鲱pallasii
n02532602	沙丁鱼
n02532786	丝
n02532918	鲱鱼,鲱鱼,大西洋Sprattus
n02533209	沙丁鱼,沙丁鱼,沙丁鱼
n02533545	太平洋沙丁鱼,锦蓝果
n02533834	鳀鱼
n02534165	地中海的鱼,欧洲鳀
n02534559	鲑鱼
n02534734	鲑鱼
n02535080	帕尔
n02535163	黑鱼
n02535258	红鱼
n02535537	大西洋鲑鱼,Salmo撒拉族
n02535759	钩吻鲑,湖鲑鱼
n02536165	红鲑,红大马哈鱼,红鲑鱼,红大麻哈鱼,红大马哈鱼
n02536456	奇努克,奇努克鲑鱼,国王鲑鱼,大鳞大马哈鱼,大鳞大麻哈鱼
n02536864	银,银大马哈鱼,银大马哈鱼,蓝杰克,银鲑,银大麻哈鱼
n02537085	鳟鱼
n02537319	布朗鳟鱼,鲑鳟鱼,褐鳟
n02537525	虹鳟鱼,虹鳟
n02537716	海鳟
n02538010	湖红点鲑,鲑鳟鱼,湖红点鲑
n02538216	鳟鱼,斑点鳟鱼,美洲红点鲑
n02538406	烧焦,夏尔
n02538562	北极红点鲑,北极红点鲑
n02538985	白鲑
n02539424	鲱型白鲑,鲱形白鲑
n02539573	思科,湖鲱鱼,湖白鲑
n02539894	圆白鲑,梅诺米尼白鲑,cylindraceum Prosopium
n02540412	冶炼
n02540983	斯巴林,欧洲冶炼,胡瓜鱼
n02541257	毛鳞鱼,capelan,卡普林
n02541687	大海鲢,大西洋泰庞大海鲢
n02542017	北梭鱼,海鲢,海鲢
n02542432	北梭鱼,北梭鱼
n02542958	阿根廷
n02543255	灯笼鱼
n02543565	狗母鱼,带鱼,蛇鱼
n02544274	帆蜥鱼,柳叶鱼,狼鱼
n02545841	月鱼,翻车鱼,月鱼属皇家
n02546028	新世界的年轻人,月鱼
n02546331	带鱼
n02546627	粗鳍鱼,北极粗鳍鱼
n02547014	皇带鱼,鲱鱼王,带鱼,皇带鱼
n02547733	蝙蝠鱼
n02548247	鮟鱇鱼,垂钓者,琵琶鱼,鮟鱇,安康,乐天,allmouth,美洲鮟鱇
n02548689	蟾鱼,豹蟾鱼
n02548884	牡蛎鱼,牡蛎鱼,毒棘豹蟾鱼
n02549248	琵琶鱼
n02549376	海草鱼
n02549989	颌针鱼,雀鳝,旗鱼
n02550203	提姆库柱颌针鱼
n02550460	会飞的鱼
n02550655	单翼飞翔的鱼,双翼飞鱼
n02551134	箴
n02551668	秋刀鱼,旗鱼,竹刀鱼
n02552171	刺鳍的鱼,棘鳍类的
n02553028	大鱼,Ophiodon细长
n02554730	鲈形鱼,鲈,percoidean
n02555863	鲈鱼
n02556373	攀鲈,龟壳攀鲈,A testudineus
n02556846	鲈鱼
n02557182	金鲈,黄金鲈
n02557318	欧洲鲈鱼,河鲈
n02557591	梭鲈,梭鲈
n02557749	角膜白斑,鼓眼鱼,杰克鲑鱼,平底小渔船,大眼狮鲈
n02557909	蓝派克,鲈鱼,蓝鲈,蓝色的鱼,strizostedion玻璃体灰绿
n02558206	蜗牛镖,坦氏小鲈
n02558860	鼬
n02559144	须鼬
n02559383	潜鱼,珍珠鱼
n02559862	罗巴洛
n02560110	斯努克
n02561108	派克
n02561381	白斑狗鱼,梭子鱼
n02561514	大梭鱼,北美狗鱼
n02561661	梭鱼
n02561803	美洲黑狗鱼,链派克,暗色狗鱼
n02561937	美洲狗鱼,禁止梭鱼,带纹狗鱼
n02562315	翻车鱼,centrarchid
n02562796	翻车鱼
n02562971	黑刺,黑莓鲈
n02563079	白莓鲈,刺盖太阳鱼
n02563182	淡水鱼,鳊鱼
n02563648	南瓜籽,驼背太阳鱼
n02563792	蓝鳃太阳鱼,蓝鳃太阳鱼
n02563949	斑点太阳鱼,stumpknocker,点太阳鱼
n02564270	淡水鲈鱼
n02564403	岩石低音,石头鱼,岩钝鲈
n02564720	黑鲈鱼
n02564935	肯塔基黑鲈鱼,斑点黑鲈,大口pseudoplites
n02565072	小口,小口黑鲈,smallmouthed低音,小口黑鲈,smallmouthed黑鲈鱼,小口黑鲈
n02565324	大口黑鲈,大口黑鲈,largemouthed低音,大口黑鲈鱼,largemouthed黑鲈鱼,大口黑鲈
n02565573	低音的
n02566109	鮨鱼,鮨
n02566489	白鲈,银鲈,白鲈
n02566665	黄色的低音,打断别人的准备
n02567334	黑口低音,尖牙鲷
n02567633	岩鲈鱼,岩石低音,费城锯鮨
n02568087	鲈鱼,脱衣舞娘,Roccus黑眉,石斑鱼
n02568447	低音大号,多锯鲈,多锯鲈
n02568959	石斑鱼
n02569484	后面的
n02569631	岩石后,石斑鱼adscensionis
n02569905	克理奥尔语的鱼,叉副花
n02570164	海鲈,博氏喙鲈
n02570484	肥皂鱼
n02570838	鲫鱼,海鲫科,冲浪的鱼
n02571167	彩虹鲈,虹鲈,hipsurus caryi
n02571652	大眼
n02571810	大眼鲷,大眼鲷
n02572196	天竺鲷
n02572484	火焰鱼,斑点天竺鲷,斑纹天竺鲷
n02573249	方头鱼,方头鱼
n02573704	竹荚鱼,蓝鱼
n02574271	军曹鱼,Rachycentron之,中士的鱼
n02574910	鲫鱼,胭脂鱼,吸鱼
n02575325	芙蓉,长印鱼
n02575590	鲸鱼油,澳洲短,remilegia芦苇
n02576223	鲹鱼,鲹
n02576575	杰克
n02576906	马森,杰克马,马鲹
n02577041	黄杰克,bartholomaei鲹
n02577164	跑步者,蓝色的转轮,crysos鲹
n02577403	七色彩虹,纺缍鰤
n02577662	皮衣,leatherjack
n02577952	丝,鱼丝线,丝鲹
n02578233	翻车鱼,大西洋翻车鱼,绒蛹,马头,马的头,银白色圆形的小鱼,Selene setapinnis
n02578454	月鱼,月鱼鱼,铁头刀
n02578771	琥珀鱼,鰤
n02578928	黄尾鱼,五足
n02579303	无鳔石首鱼,青柚
n02579557	鲳鱼
n02579762	佛罗里达州鲳鱼,北美鲳鲹
n02579928	许可证,卵形鲳falcatus
n02580336	SCAD
n02580679	金枪鱼,杰克鲭鱼,马鲛鱼,竹荚鱼,竹荚鱼symmetricus
n02580830	金枪鱼,竹荚鱼,冷冻竹荚鱼
n02581108	大眼,脂眼凹肩鲹,瞪着眼睛,SELAR crumenophthalmus
n02581482	鲐鲹,鲭鱼鲱鱼,细鳞圆鲹
n02581642	蓝圆鲹,圆,quiaquia,蓝毛虫
n02581957	鲯鳅,海豚,青花鱼
n02582220	Coryphaena鬼刀
n02582349	其equisetis
n02582721	鲳鱼,舫RAII
n02583567	脂鲤,脂鲤科的鱼,characid
n02583890	四
n02584145	宝莲灯鱼,阿氏霓虹脂鲤
n02584449	食人鱼,兰纳,加勒比
n02585872	慈鲷,丽鱼
n02586238	Thanks我,尼罗罗非鱼
n02586543	鲷鱼
n02587051	红鲷鱼,blackfordi笛鲷
n02587300	灰笛鲷,紫红笛鲷,灰笛鲷,笛鲷属
n02587479	羊肉鲷鱼,高鳍笛鲷,Lutjanus萤
n02587618	校长,笛鲷apodus
n02587877	黄尾鱼,黄尾笛鲷,黄尾笛鲷
n02588286	咕噜
n02588794	马盖特,白仿石鲈
n02588945	西班牙步兵,仿石鲈属吸虫
n02589062	金线仿石鲈,西仿石鲈
n02589196	cottonwick,这malanurum
n02589316	水手's-choice,水手们的选择,这是帕拉
n02589623	石鲈,猪肉鱼,异孔石鲈
n02589796	绒球,黑色马盖特,黑异孔石鲈
n02590094	石鲈,一种食用鱼,金翼Orthopristis
n02590495	海鲷,鲷鱼
n02590702	真鲷,鳊鱼
n02590987	鲷
n02591330	真鲷,赤鲷
n02591613	欧洲的鲷鱼,centrodontus Pagellus
n02591911	大西洋鲷鱼,菱羊鲷
n02592055	羊头,羊头鲷
n02592371	pinfish,水手's-choice,金鳞鱼,Lagodon rhomboides
n02592734	羊头鲷,羊头芦鲷
n02593019	鲷鱼,红鲷
n02593191	黄鳍鲷,Chrysophrys芦苇
n02593453	鲷鱼,北鲷,北欧,Stenotomus斑虻属
n02593679	鲷鱼,南鲷,南欧,Stenotomus树
n02594250	石首鱼,石首
n02594942	条纹鼓,高鳍石首鱼岛
n02595056	鳍鱼,捷克飞刀
n02595339	银鲈,小姐,石首鱼
n02595702	红鼓,低音通道,红鱼,美国红鱼
n02596067	石首鱼,海鲈,Sciaena南极
n02596252	素食,素食的,Sciaena天鹰座
n02596381	黄花鱼
n02596720	大西洋黄花鱼,细须石首鱼
n02597004	黄鳍鱼,海鲫科,冲浪的鱼,墨西哥黄鳍短须黄鱼
n02597367	鳕鱼
n02597608	无鳔石首鱼
n02597818	王鳕鱼,美洲无鳔石首鱼
n02597972	北方鳕鱼,岩无鳔石首鱼
n02598134	北美乌鱼,波纹无鳔石首鱼
n02598573	白姑鱼,chenfish,无鳔石首鱼,白石首鱼
n02598878	白姑鱼,皇后石首鱼,Seriphus光滑的
n02599052	海鳟
n02599347	鱼,犬牙石首鱼
n02599557	斑点鱼,斑点鳟鱼,发现squeateague,云纹犬牙石首鱼
n02599958	乌鱼
n02600298	绯鲵鲣,红鲻鱼,羊鱼,纵带羊鱼
n02600503	红绯鲤,羊鱼属
n02600798	黄鲣,马丁拟羊鱼
n02601344	乌鱼,乌鱼,灰色的mullet
n02601767	鲻鱼,乌鱼
n02601921	遮目鱼,鲻curema
n02602059	丽莎,鲻莉莎
n02602405	银汉鱼,银汉
n02602760	银汉鱼,美洲似银汉鱼
n02603317	梭鱼
n02603540	大鳞魣,大鳞魣
n02603862	清扫车
n02604157	海鲢
n02604480	百慕大群岛雅罗鱼,追船鱼,sectatrix根
n02604954	白鲳,神仙鱼,大西洋棘白鲳
n02605316	蝴蝶鱼
n02605703	蝴蝶鱼
n02605936	神仙鱼
n02606052	岩石之美,石美人
n02606384	雀鲷,蓑羽鹤
n02606751	白斑雀鲷,雀鲷leucostictus
n02607072	海葵鱼
n02607201	小丑海葵鱼,海葵双锯鱼
n02607470	军士长,岩豆娘鱼
n02607862	濑鱼
n02608284	石鲈,巨人石鲈,古氏蓝唇鱼
n02608547	一种食用鱼,猪鱼,隆头鱼
n02608860	狡猾的迪克,halicoeres bivittatus
n02608996	辐纹海猪鱼,布丁的妻子,halicoeres绿豆
n02609302	蓝头,双带锦鱼
n02609823	珍珠公司,hemipteronatus novacula
n02610066	蚝隆头鱼,黑鱼,蚝隆头鱼
n02610373	青鲈,青鲈,Tautogolabrus adspersus
n02610664	鹦嘴鱼,波莉鱼,pollyfish
n02610980	鲅
n02611561	大颚鱼
n02611898	占星师
n02612167	砂者
n02613181	粘鱼,鳚科
n02613572	尚尼,Blennius pholis
n02613820	莫莉米勒,顶须
n02614140	clinid,clinid鱼
n02614482	梭
n02614653	蓝喉歌鸲梭,蓝胸烟管鳚
n02614978	舷边,括号粘鱼
n02615298	岩石上,鲳鱼,锦鳚
n02616128	北
n02616397	斑点隐棘,ghostfish,斑拟隐棘鳚
n02616851	狼鱼,狼的鱼,鲶鱼
n02617537	胎生类,绵鳚
n02618094	海洋噘嘴,大绵
n02618513	砂枪,玉筋鱼,沙鳗,玉筋鱼
n02618827	小龙
n02619165	虾虎鱼,活塞
n02619550	弹涂鱼,mudspringer
n02619861	轨枕,轨枕虾虎鱼
n02620167	平头
n02620578	射水鱼,射水鱼
n02621258	刺尾鱼
n02621908	带鰆
n02622249	蛇鲭,蛇鲭
n02622547	鲭鱼,异鳞蛇鲭
n02622712	油鱼,棘鳞蛇鲭
n02622955	带鱼,冻鱼,带鱼
n02623445	鲭鱼,青花鱼
n02624167	鲭鱼
n02624551	鲐,赛诺,大西洋鲭鱼
n02624807	马鲛鱼,鲐粉蝶
n02624987	鲐鱼,补锅匠,鲐鱼
n02625258	卫矛,刺鲅
n02625612	马鲛鱼
n02625851	鲭鱼,卡瓦拉,马鲛鱼,马鲛
n02626089	蓝斑
n02626265	马鲛鱼,蓝点马鲛,无鳔石首鱼,蓝帝銮
n02626471	齿状山脊,马鲛
n02626762	金枪鱼,金枪鱼
n02627037	长鳍金枪鱼,长鳍金枪鱼,長鰭鮪
n02627292	蓝鳍金枪鱼,蓝鳍金枪鱼,金枪鱼,蓝鳍金枪鱼
n02627532	黄鳍金枪鱼,黄鳍金枪鱼,黄鳍金枪鱼
n02627835	鲣鱼
n02628062	鲣鱼,大西洋鲣鱼,狐鲣
n02628259	智利狐鲣,智利狐鲣,太平洋鲣鱼,智利狐鲣
n02628600	鲣鱼,鲣鱼,鲔海蛇
n02629230	鲣鱼,鲣,正鲣
n02629716	旗鱼,剑鱼
n02630281	旗鱼
n02630615	大西洋旗鱼,大西洋旗鱼
n02630739	旗鱼
n02631041	马林鱼
n02631330	蓝枪鱼,青枪鱼
n02631475	黑枪鱼,蓝枪鱼,蓝枪鱼marlina
n02631628	条纹枪鱼,蓝枪鱼mitsukurii
n02631775	白皮旗鱼,钓白枪鱼
n02632039	旗鱼
n02632494	鲯鲭,鲭
n02633422	银白色圆形的小鱼,金圆鱼
n02633677	palometa,加利福尼亚鲳鱼,simillima palometa
n02633977	收获胡椒鲳,paprilus alepidotus
n02634545	无齿鲳
n02635154	黑舵鱼,黑追船鱼,hyperglyphe perciformis
n02635580	喉盘鱼
n02636170	松鲷
n02636405	松鲷,松鲷
n02636550	太平洋松鲷,松鲷鱼
n02636854	银鲈
n02637179	黄鳍银鲈,灰银鲈
n02637475	银珍妮,银鲈古拉
n02637977	鳕鱼
n02638596	硬鳞鱼,硬鳞鱼
n02639087	弓鳍鱼,弓鳍鱼,角鲨,弓鳍鱼
n02639605	白鲟,鸭嘴,匙吻鲟
n02639922	白鲟,psephurus格莱迪斯
n02640242	鲟鱼
n02640626	太平洋鲟,白鲟,萨克拉门托鲟,Acipenser transmontanus
n02640857	白鲸,豪森,白鲟,鲟鳇鱼
n02641379	雀鳝,雀鳝,雀鳝,旗鱼,长吻雀鳝
n02642107	鲉科鱼,鲉科鱼鱼
n02642644	鲉科鱼,鲉科鱼鱼
n02643112	鲉,蝎子鱼,海蝎
n02643316	羽毛蚰,狮鲉
n02643566	狮子鱼
n02643836	石鱼,synanceja疣
n02644113	石斑鱼
n02644360	铜石斑鱼,Sebastodes鱼
n02644501	朱红色的石斑鱼,片,Sebastodes君子兰
n02644665	红石斑鱼,黑ruberrimus
n02644817	玫瑰鱼,尖吻鲈鲉,黑海洋
n02645538	大头鱼
n02645691	小鸟
n02645953	海鸦,美洲绒杜父鱼
n02646667	圆鳍鱼,圆鳍鱼
n02646892	圆鳍鱼
n02648035	博格,八角鱼,cataphractus鲟形八角鱼
n02648625	六
n02648916	海带六,十线六线鱼
n02649218	画六,罪犯的鱼,convictfish,Oxylebius的照片
n02649546	平头
n02650050	鲂鱼
n02650413	浴缸鲂鱼,黄鲂鱼,灯鲂鮄
n02650541	海罗宾,海罗宾
n02651060	北海罗宾,锯鲂鮄
n02652132	飞鲂弗,飞翔的知更鸟,蝴蝶鱼
n02652668	愈颌目的,愈颌目鱼鱼
n02653145	热带鱼
n02653497	女王鲀,贝西远,oldwench,大肚鱼,妪鳞鲀
n02653786	马面
n02654112	皮衣,leatherfish
n02654425	Boxfish,硬鳞鱼
n02654745	角鱼,quadricornis之外
n02655020	河豚,河豚鱼,河豚,河豚
n02655523	刺河豚
n02655848	科,豪猪鱼,密斑刺鲀
n02656032	河豚,六斑刺鲀
n02656301	短刺
n02656670	翻车鱼,翻车鱼,翻车鱼,翻车鲀科
n02656969	矛尾翻车鲀,莫拉杉木
n02657368	比目鱼
n02657694	挣扎
n02658079	右眼比目鱼,righteyed比目鱼
n02658531	鲽鱼,欧蝶
n02658811	欧洲比目鱼,川鲽
n02659176	黄盖鲽,美洲黄盖鲽
n02659478	冬季比目鱼,比目鱼,柠檬鳎,美洲拟鲽
